c Random k-CNF Generator. J. Giraldez-Cru
c   value n = 25000
c   value m = 105250
c   value k = 3
c   value seed = 0
p cnf 25000 105250
-19219 14022 -13971 0
-14863 9813 10380 0
-19978 17686 -6537 0
-24905 -24177 -8484 0
4208 24760 9858 0
14745 -18500 19912 0
20128 13951 -5237 0
2561 17819 106 0
10564 -15050 -21245 0
13712 -16806 19935 0
13292 2376 8956 0
18615 8590 -18769 0
-3994 19919 2806 0
1883 -19823 -1983 0
1718 -24031 18094 0
-11575 5127 -11594 0
-6487 254 -544 0
-3075 2815 9714 0
-3180 -13378 -24763 0
-15776 -2089 7920 0
-10711 6733 -10295 0
11018 -347 10236 0
21138 20692 5154 0
23944 -22574 16329 0
-926 -24292 6711 0
-19019 2218 11837 0
-21964 56 -12091 0
13859 -3131 -14905 0
-23572 -22662 -19634 0
14686 4790 -13074 0
-22605 6852 -19806 0
24251 17869 -11504 0
9486 14007 -7196 0
-14640 12950 21121 0
-5968 5227 11764 0
-12678 15597 -13982 0
15866 -12561 -14037 0
-2956 17771 -8519 0
-9212 -16343 22533 0
20197 22380 -2322 0
-8271 -19985 -9173 0
-19428 -19235 -2041 0
22284 20073 7399 0
20831 1064 20348 0
16951 -7031 -574 0
-3715 11060 7523 0
9048 1925 -20083 0
14436 21233 4205 0
-22955 -5444 11899 0
-20487 -641 9279 0
14160 -263 -4263 0
14684 -11042 -14849 0
-16724 -8325 1273 0
-24123 -4155 2336 0
10822 12458 -9366 0
2748 -16172 11777 0
10270 -219 -13702 0
21704 -14654 -9934 0
908 -3960 6729 0
12807 -15798 23721 0
-22085 21309 15335 0
17699 10992 -1377 0
23899 -2716 -1053 0
172 -18190 -21560 0
2507 -4011 -9017 0
3225 23110 -16540 0
15001 8379 8110 0
20054 5082 14115 0
21339 -5990 9427 0
3068 10148 -224 0
-1788 -7232 -21533 0
-17123 16282 23876 0
-9851 15180 -1591 0
2255 15351 -11132 0
-23814 -17858 -6495 0
24182 -21082 -4604 0
-15721 2434 -12983 0
15182 22488 9416 0
-4297 18826 -15405 0
-13723 -21893 -552 0
-5298 -15033 -24135 0
-18182 -23507 -15416 0
-17058 24709 -5596 0
-10000 1963 12298 0
12484 -777 -5155 0
-18978 16310 -17588 0
14933 23383 -20022 0
19267 13564 8861 0
3683 9212 -2686 0
-19087 14286 -15931 0
-10991 -19584 22315 0
1477 -4117 -20821 0
-16893 12526 -20529 0
-13840 -22526 -22491 0
-1137 1361 -14619 0
-22644 -20338 -5929 0
6583 1622 -4311 0
17956 20889 9226 0
1816 24571 -18438 0
20854 10009 -7723 0
-11784 12351 -18658 0
-9098 13828 14127 0
21270 22072 -1652 0
8150 -10911 15529 0
-5640 -3399 16889 0
11611 17394 3578 0
8891 -23977 5200 0
4553 -16932 1088 0
13778 10100 -658 0
23567 5953 2018 0
22642 -17736 14369 0
-16299 -18185 -3196 0
21777 5806 -267 0
-23429 13955 -2529 0
5309 -19594 -22279 0
-22198 22556 -14673 0
-775 -6446 5001 0
22326 -10998 13284 0
-23413 16128 23383 0
-15422 14694 -4335 0
-17440 12335 -13422 0
23160 19986 22958 0
-1355 16762 3763 0
-17973 6542 17717 0
-11853 11851 3663 0
483 400 -1218 0
-15155 -1174 -24016 0
11507 14852 1365 0
24791 -13264 -17492 0
-23173 20038 23538 0
18860 3829 -10872 0
-7281 1988 -5857 0
21591 -3342 13971 0
353 12666 -20512 0
-18070 -24518 -7362 0
13084 16352 24113 0
-14301 -6507 16639 0
4668 9365 6490 0
-6033 -9155 11105 0
14876 23680 6142 0
-13413 -17539 -9970 0
15637 -16171 -11957 0
12845 -12761 6650 0
1815 4466 -19315 0
-22327 13887 -10184 0
-21040 1970 -1536 0
-20153 7622 -24394 0
-11791 -12290 110 0
9632 9674 -9265 0
20736 -24549 24296 0
-1878 4314 -16834 0
3199 -19950 -24356 0
-15156 -7794 -3469 0
13157 961 -7934 0
23824 -23287 13172 0
359 -10678 15141 0
18246 -22182 22762 0
8991 -324 -10051 0
9101 -9955 11076 0
-18365 22043 -10625 0
-17660 -23920 6290 0
-845 18470 -1239 0
16552 24977 384 0
-20020 -13134 1344 0
-19305 -11957 15982 0
-7476 3667 18012 0
13968 21913 -15193 0
-11730 5903 -6869 0
-13132 15003 -8175 0
-24208 24719 -5217 0
-1184 -17378 -20488 0
-7473 9574 -13958 0
-63 1126 -13934 0
16798 12497 18419 0
-18142 23154 21727 0
475 21981 394 0
18486 10949 -22306 0
31 14030 19560 0
-6899 -2161 -9563 0
6425 17720 -9281 0
-11642 -18903 18011 0
23481 -17727 2584 0
3790 9141 -3709 0
-17724 -939 7558 0
2494 10432 5711 0
24221 10906 -2691 0
-24614 -4392 -13639 0
-13271 -4422 -2668 0
-7830 2672 -21181 0
8744 -9096 -13900 0
-18025 -12089 -24155 0
2387 -10570 8233 0
-4970 5711 -17374 0
-31 -23434 9664 0
-7588 17280 -20095 0
4650 -16500 22352 0
-7340 7465 -1743 0
-12331 12087 22516 0
-6350 -19916 -187 0
18882 20012 635 0
24134 4388 -12723 0
-23288 6774 -14644 0
-6520 -11743 -20355 0
-15245 3125 -10140 0
16260 2064 -2419 0
-11354 6713 10270 0
-8706 5405 -17734 0
1800 -17735 -4820 0
-24316 -15436 -16088 0
15854 670 2451 0
16488 24803 6838 0
20563 -23090 13611 0
-10206 -20961 16705 0
21912 2558 -19830 0
23404 18817 -21893 0
-822 21523 -3606 0
2444 21580 362 0
11529 -23379 9448 0
7701 14046 -24883 0
-23788 4900 -552 0
17590 -21387 -354 0
24427 -16949 14795 0
-13037 18507 2108 0
21093 -15418 4665 0
-15922 -13821 -23481 0
4167 -5995 11355 0
24124 -8438 7934 0
-24485 11318 -6313 0
-8932 19018 11710 0
166 9157 16609 0
17070 1746 -12996 0
-17423 -1172 21296 0
23570 -5560 -14802 0
677 -1653 -21572 0
-5341 8926 1744 0
-20173 -13092 24090 0
-6528 3567 23879 0
5813 -3051 10197 0
-12125 3334 4214 0
15187 -3500 13371 0
6795 -20569 -15116 0
11142 -4343 7640 0
-7438 19264 -13199 0
-13591 19940 6203 0
1514 16632 -15129 0
3258 -11805 -19572 0
-2347 9684 -23139 0
-1226 15496 -17541 0
-11422 18973 12227 0
-15635 9159 -15726 0
20357 -15953 2646 0
-10473 18447 23340 0
-18112 -884 17604 0
-22662 5826 12543 0
20217 7340 -4175 0
-10345 -10597 7331 0
-21268 4295 -17014 0
-10758 -5520 23861 0
19651 -8293 17833 0
6877 15280 -1991 0
13954 10636 -9296 0
16599 -21108 -2742 0
-14938 -5571 -19977 0
-7541 19585 -802 0
-20084 14801 24493 0
-15610 16497 1441 0
-22940 -12764 -5736 0
6305 -14874 -2607 0
-5165 -9524 2252 0
14350 7752 17531 0
-16340 -21705 -3166 0
-16987 -13303 15626 0
-11080 -19592 12548 0
22408 18485 7132 0
14562 4920 21932 0
14054 -20529 -13428 0
-15495 9820 17544 0
12582 -16124 23769 0
-15188 12640 24644 0
-17439 1989 7395 0
1321 9681 -4099 0
-4487 18019 -8753 0
11464 -4099 19696 0
24011 -1506 -13180 0
-6143 -16067 -18099 0
19426 21473 4979 0
-7854 -11967 14798 0
16749 -24548 22273 0
15517 -6087 -9913 0
15160 -14878 -11901 0
-22554 -16198 12933 0
-18004 12036 5952 0
-18108 -23499 -10050 0
4155 13862 -2907 0
-17335 -20004 10326 0
1785 -14429 -6798 0
-6764 13634 10116 0
-21561 -5382 1015 0
10186 -20898 -7101 0
-20098 2409 13330 0
-23350 16314 20880 0
2635 -9317 -7915 0
8586 -18776 22766 0
9987 -22931 11627 0
-12893 -6617 -6630 0
14570 24753 -12410 0
-21367 -6516 17396 0
22834 -19429 -22777 0
23848 -4614 -10027 0
22301 -16063 3787 0
-10630 5764 20101 0
-6509 8398 -4417 0
5776 -16983 -14545 0
-3541 18321 3827 0
6519 22566 1795 0
4500 12135 1547 0
-16909 24854 -8063 0
-9304 22687 -18843 0
-23433 21535 14808 0
-24811 18835 -5870 0
-3597 20816 2985 0
-23697 -2325 -11383 0
-19466 24452 -19717 0
362 19344 -13038 0
-4188 862 -10603 0
-5982 5361 14089 0
23880 13621 13942 0
23294 -22925 11629 0
-17136 -12709 8163 0
-6943 3871 -1997 0
-4164 -7467 -22812 0
23501 22516 -16488 0
1235 8333 7291 0
-20951 8694 1634 0
-340 -12881 -2495 0
2294 -10214 -7855 0
-16383 445 -21476 0
-5324 23739 -10752 0
-16952 -15874 14812 0
16466 -14169 -18682 0
9814 -9684 17500 0
23978 24536 -15015 0
-15465 770 -23347 0
14108 13073 23392 0
-15741 -13412 2624 0
9588 7058 -12837 0
8794 -23440 -13282 0
21621 -20115 3372 0
-7372 3419 10597 0
13535 -19884 -24765 0
23568 -4698 -801 0
-16068 -3675 -336 0
22434 -10491 17458 0
12133 15950 5530 0
10524 -6691 10293 0
-13148 7630 17350 0
17336 16423 7141 0
21969 -13044 -2256 0
-340 -11767 22026 0
-10937 16654 8261 0
2053 15221 -12958 0
19205 -6288 -7984 0
-19541 -3722 -9827 0
-11998 7206 17128 0
8879 -17729 15170 0
19171 22228 22799 0
11521 -14564 -14222 0
-18661 2884 18617 0
-12268 -3224 -5383 0
-9293 5512 -22036 0
-17554 -7564 3609 0
-21863 -1769 -9896 0
-21199 -12661 -4969 0
-22377 -16010 -12174 0
-14504 -24888 -21255 0
-4674 -19058 -18482 0
18824 21930 -24397 0
-8045 6943 -2281 0
18013 -19210 21856 0
14748 19855 -2367 0
3135 3760 -1282 0
6743 16974 19402 0
-16639 -13172 23414 0
-12959 1900 -14423 0
-16485 7756 5662 0
4091 3781 16072 0
13924 22604 -13001 0
-13321 22001 -19943 0
6953 15013 5505 0
-3808 4760 -359 0
-22526 7895 -4118 0
15159 -14637 -21091 0
-9561 -22627 -615 0
-7974 1938 18866 0
13749 -18422 -1621 0
-19410 13864 -5401 0
1833 2787 -3005 0
-14834 7459 16357 0
1128 -14411 6369 0
6632 9570 -11129 0
23342 23447 10375 0
-2459 13606 -11 0
-14902 -23166 13990 0
-6868 22491 -15927 0
-733 -11239 700 0
18706 -22001 -14563 0
15458 -23833 -17349 0
-18462 -5018 -24808 0
1170 22498 5570 0
7539 -4129 -15140 0
10019 -2471 -13586 0
20393 21281 18543 0
11755 2534 -16708 0
-744 -9401 5551 0
8022 1486 -16789 0
-8721 -20191 -5141 0
14635 -10648 -20326 0
-6984 -20462 16695 0
-23143 -21631 14192 0
20064 20521 -18321 0
1555 5539 -12143 0
6493 931 -8423 0
35 -12686 2309 0
8095 4781 -11709 0
13645 12803 4546 0
21785 -21523 16088 0
-1926 -11158 -1736 0
-13603 -9493 -13549 0
-5297 23987 1531 0
10841 -19050 22052 0
20513 11957 -2590 0
-7655 18449 19873 0
-7429 18483 -7558 0
1089 1577 -12338 0
-12798 -15221 -140 0
8695 -12006 -13015 0
24783 -5283 15524 0
17870 10237 -16 0
-6418 6885 15354 0
24300 -17725 755 0
21351 -13237 12711 0
15293 -12243 6159 0
10165 -11024 -24642 0
-17722 -12112 17570 0
21411 -16261 -7791 0
12903 -24956 -11148 0
-917 16090 7782 0
-16440 8959 18018 0
-7807 -15376 -24902 0
14512 -14675 8979 0
15266 2378 13567 0
2977 -17670 17162 0
-9135 -2834 19537 0
128 11907 23000 0
17698 -8317 -14261 0
16840 12571 -5568 0
-2987 -13487 13009 0
-10768 -21278 21967 0
20137 -20436 3694 0
-20038 -9947 9720 0
20368 -213 -12097 0
8935 19541 21118 0
-1096 -3675 -23951 0
-20632 -3803 2209 0
-18631 12852 -10526 0
-24243 4691 14448 0
21162 -7677 -2935 0
-9170 -9796 -15564 0
-6136 -4932 2352 0
1181 -16321 -12298 0
10901 -11689 -3862 0
-22997 11975 -23402 0
-19115 -13070 18429 0
9417 53 13583 0
-11626 -18683 1434 0
-13503 -9278 6124 0
-2950 21791 5152 0
22236 -5961 -14947 0
-12800 3448 11230 0
6503 4629 -2550 0
-18800 15529 -5590 0
-14014 4877 -17564 0
3767 -23991 21985 0
-22195 24760 -22037 0
-10777 -11385 -7072 0
-12210 16239 7701 0
9685 10540 4491 0
14836 -7776 -10451 0
-4782 -11927 5251 0
7363 -18429 -9879 0
1265 -3580 16759 0
-6854 8945 21635 0
-15770 12712 11978 0
4106 1258 11737 0
-1143 -12035 14473 0
24566 -15596 -5711 0
-7266 16633 -16250 0
3108 6468 15377 0
-13559 2602 -2303 0
10161 -9964 -12083 0
-20039 -11228 7015 0
-11797 -9434 15959 0
-8431 16555 -3670 0
-20408 20660 -4928 0
23496 -21802 -8314 0
12968 12719 -15261 0
10030 11336 -6893 0
17632 14444 4713 0
-8008 19354 -7314 0
-1663 4514 8629 0
5097 -24552 -19857 0
12111 2700 20642 0
-3070 2482 -12196 0
23091 -22890 -7855 0
19370 12737 -21009 0
-2683 705 -8727 0
9296 -10734 11415 0
-16188 -3365 858 0
12252 -2725 -20211 0
-19565 20739 -24724 0
-3194 835 15627 0
-14402 -12946 -18326 0
1395 7367 -20807 0
-13590 -5457 -10048 0
12796 -24827 -22785 0
-8804 18861 14841 0
-8883 -3156 -574 0
11649 -10696 -20291 0
12506 -22947 14367 0
24068 -8864 -10105 0
-23791 3409 2291 0
5769 9162 -15236 0
-24094 10556 -22602 0
-11252 -24145 19411 0
12652 3292 10589 0
-10436 3448 -4449 0
-276 3682 23957 0
-17201 15330 -9652 0
-3843 -2835 -23950 0
9561 -1902 24165 0
-19665 17044 -2573 0
-21956 -22812 -11734 0
-3543 -13257 13641 0
-17497 15860 4137 0
3259 3511 -7429 0
13847 5298 -10876 0
-18295 21925 -14557 0
-17251 -14126 -4886 0
-18254 -9320 -24072 0
-8556 -18881 17325 0
-7720 4897 9368 0
-1645 18204 23531 0
-4730 -21747 -11787 0
-18371 5595 -2646 0
13859 8853 22509 0
-21287 -22699 -2806 0
23514 7345 -24731 0
4422 15948 -5208 0
659 -9201 5879 0
-24730 9108 -24759 0
-17054 8180 21008 0
17773 1176 -14211 0
-16303 -5905 -2309 0
19441 -15627 -7903 0
-22087 -4486 8107 0
10947 17124 -5805 0
-13752 -15638 4502 0
4834 11411 20449 0
1393 -12070 21001 0
7272 3151 5109 0
23382 11557 -13288 0
-19389 -4329 -14463 0
24952 11984 11719 0
-2260 -6424 -2346 0
-1515 19862 -23183 0
973 5808 6658 0
23130 10912 -22295 0
2631 -15745 58 0
23079 -17138 -12127 0
19079 15761 6629 0
-24187 -14142 -18185 0
3826 24883 13866 0
9640 -24834 -849 0
-21359 -18445 23624 0
-15056 11311 -18486 0
4590 -12284 15645 0
11247 -10413 1556 0
24894 -13043 -17301 0
24951 -11121 -790 0
3429 21551 -16550 0
10057 -20738 22043 0
-3242 15915 21925 0
8459 -555 13110 0
659 13265 -6555 0
-24282 -3320 9217 0
9119 24261 -21500 0
-24764 -10507 23264 0
-1319 -10400 -11306 0
-9971 1702 -13778 0
2112 -5130 -10329 0
10013 -15187 -22418 0
7056 -9780 4684 0
-3980 9590 -5238 0
-17090 -10248 9854 0
14996 881 4525 0
24212 -10000 3785 0
-20712 1115 5644 0
10327 18785 -16043 0
-21633 20108 9097 0
-1762 -22219 -14226 0
-3442 -7232 -20764 0
17211 -14287 -21895 0
-21895 -9618 22836 0
-18484 18059 -8083 0
-3338 -8054 316 0
24214 23618 -10315 0
2999 10681 2781 0
-8642 21007 -21565 0
16036 -17639 8024 0
-132 -10753 -5243 0
-5710 5546 3826 0
17825 -22757 9464 0
6072 11003 -19081 0
3907 -4486 3492 0
-11990 -24175 -11545 0
3657 -23389 -10162 0
-13971 17739 -20842 0
8103 -1380 -16849 0
21019 8767 -839 0
4043 251 2943 0
-9285 -5960 -8489 0
4462 15136 22597 0
-13925 -21207 8599 0
-24357 -114 4436 0
-2848 -3455 19963 0
5745 -7111 9703 0
7258 -12433 -2441 0
19452 11887 -20172 0
-11300 7905 20290 0
-3490 11947 20540 0
22785 12583 17851 0
-6273 -17044 7987 0
-3869 22320 -4193 0
3819 -21677 -20658 0
-8254 15876 15464 0
-3216 -21620 13926 0
4270 -3878 17710 0
-6710 14681 4596 0
-18233 17332 12501 0
-13523 -20821 -24447 0
414 9957 -12030 0
18265 -16229 20425 0
-1251 -11449 -17745 0
21795 6619 5773 0
8805 -14873 -21648 0
-24268 -9440 9620 0
-13194 -13710 4849 0
22255 -11771 19529 0
1851 -21356 11860 0
14351 1230 24032 0
5149 1643 -8989 0
-17178 -19907 -16569 0
3955 12509 19370 0
-21699 -9304 -988 0
-2471 -18108 7212 0
-15470 8727 8004 0
16441 13272 13065 0
21289 10527 16187 0
-15817 -12377 -12542 0
19028 18079 5123 0
-18060 23227 -6766 0
18400 -15405 18024 0
-9968 -19359 5533 0
20689 -7409 6188 0
-21677 -1231 -24295 0
20240 8052 24373 0
3243 24493 -12645 0
-16307 -20781 14523 0
-7494 -2950 -1899 0
11387 13329 -19977 0
-16510 -6388 -18203 0
14627 16139 -24959 0
7650 17459 -10669 0
-13182 13147 9429 0
10721 1175 -10659 0
-10015 21415 10063 0
740 -24657 9555 0
4736 7316 -5335 0
19258 6161 24636 0
12508 17547 12965 0
-7484 -9056 10704 0
-17038 15034 1843 0
-8349 22684 19301 0
-10369 2217 -7447 0
11150 12938 -8622 0
13160 14304 21388 0
23222 -15043 -21044 0
7776 -19778 19711 0
4463 5387 871 0
-4098 17894 -18418 0
-17062 16729 -18825 0
19118 -8767 -8859 0
20960 -8467 22894 0
-15260 10187 -110 0
14058 21336 -13047 0
14031 9496 18703 0
10418 -7717 97 0
22814 -15493 -19875 0
-17524 11307 -261 0
-18395 -15404 9507 0
-3164 23818 1235 0
13340 17935 1353 0
13550 -13894 -9819 0
-11443 -20505 -20006 0
2905 914 7693 0
7303 14945 -17188 0
1005 -362 16257 0
1102 14527 -6749 0
12328 -7051 -18055 0
3940 -16797 -24810 0
13446 -11312 -23627 0
14681 16003 7913 0
16033 4553 13158 0
17204 7347 -8662 0
3561 10251 928 0
11253 17554 15872 0
-3441 -18558 7585 0
11049 11011 -22112 0
9149 -23338 -20514 0
18555 -2278 -3662 0
-18364 7075 6325 0
8343 -21755 22327 0
-16255 4140 -1879 0
20765 21343 -9226 0
20778 24903 10828 0
21705 -11155 -3381 0
-12576 -5947 13291 0
-20161 -16995 -24301 0
-8624 -1143 13991 0
20489 -19697 7620 0
-24150 4413 14694 0
21826 -12755 -11449 0
19152 20361 -15588 0
12383 16125 -11930 0
12960 -11903 3184 0
23787 -8607 -14338 0
-2168 12535 11637 0
6810 24047 -3631 0
-6110 -7670 21126 0
11452 -3158 7174 0
19071 -18659 11586 0
8765 -15484 -24340 0
11565 987 11053 0
18504 -13369 -2177 0
-5433 -1328 5431 0
24968 16467 -14038 0
-14305 -18634 -1572 0
17293 16795 -618 0
12276 14256 -24639 0
-8401 708 -19148 0
-15574 -19778 4158 0
-2160 19894 10993 0
-17851 6458 11979 0
-3903 24961 -348 0
22432 21745 -18027 0
2862 21712 -9493 0
-16899 2369 -19478 0
-9822 -19661 -11272 0
-1791 23288 16880 0
17781 -6688 17587 0
3280 13614 -12364 0
-7437 7125 23610 0
-18429 -24975 5067 0
21760 -20230 -5028 0
13459 -17661 -1772 0
-6485 11874 14836 0
7330 20125 -17204 0
18159 -4946 -3216 0
20783 -23089 -1504 0
12662 -15869 -24543 0
-5248 10501 -13156 0
-8963 -17937 11632 0
-7572 -2718 2959 0
-12639 -24477 -23188 0
-9018 -12935 -7200 0
-2141 -10771 -19073 0
8328 9452 -14197 0
16883 2611 10495 0
-20099 23393 -8583 0
-12954 -11054 -15803 0
3848 7653 17655 0
8356 -16615 -10592 0
19987 15539 4661 0
-22945 19529 20489 0
12484 -3546 -8423 0
11035 22038 10545 0
-5108 -5366 19997 0
10656 -22248 -22607 0
-21150 8698 12351 0
-21084 13003 -23404 0
3239 16851 -6056 0
-20893 206 -14022 0
22836 -20192 20912 0
-2496 -9489 -15440 0
-22984 13324 -10337 0
-22758 24359 23727 0
-8303 -4466 -4092 0
19651 -15121 17691 0
8609 -2623 -1389 0
20959 15058 -14391 0
-19362 -18296 -6241 0
-16769 5541 22798 0
-22142 -3376 9342 0
-18054 22224 -18830 0
24845 11559 -7153 0
1534 -9317 -6511 0
260 -8971 -2328 0
-4351 19973 -8801 0
-22041 3581 2775 0
14781 24539 -17832 0
-4172 -18900 2480 0
-1764 -2020 -8020 0
-24562 15513 2747 0
255 24918 -24970 0
-19084 -24763 -11529 0
-17588 -1296 12197 0
-15451 -1555 -21167 0
9130 22257 -16139 0
-17930 -19297 -19719 0
12056 430 10609 0
-4888 -4601 -4508 0
23719 -22716 -22879 0
-6738 -13629 -13391 0
836 -13883 -13309 0
-806 24318 -4423 0
3686 8258 22070 0
-15882 -23708 -23624 0
3400 -7837 -20880 0
10890 -17119 -6528 0
-5608 -4174 -6957 0
-16216 -413 -2909 0
-12075 -24131 -16977 0
1305 -22220 21957 0
6047 -23056 -10840 0
10707 -15213 1509 0
-15129 -18898 9766 0
-12198 1131 -8473 0
-2173 -4530 7662 0
14404 -15419 16132 0
12284 -12378 11657 0
10592 -19945 -12070 0
4853 -23371 -2552 0
-21829 16027 -16124 0
-18785 22073 5531 0
20976 -7780 12095 0
-22485 14260 -5992 0
-7250 17810 23474 0
7075 -19982 -3003 0
-14736 738 -9773 0
-5867 -13021 13502 0
8875 -23612 -8446 0
-20944 19816 -23168 0
-14848 -16644 -14194 0
-22323 -1781 2618 0
19205 14108 -10397 0
6299 -11592 16009 0
-12290 10194 8818 0
-10763 17268 20151 0
-5117 23355 -20888 0
6241 20573 260 0
-19742 4447 15224 0
19539 16743 10039 0
-17706 -6590 -1683 0
-23251 -20264 19815 0
-868 -14468 -8922 0
2617 -20766 11866 0
18625 24407 22059 0
-2442 1521 -14326 0
-22592 22989 -12680 0
9832 4229 -8252 0
10091 -23970 -12698 0
314 9860 20792 0
-10353 18917 18733 0
3387 -17167 -13996 0
-23201 9386 19815 0
23474 -12002 -15580 0
10339 21978 6338 0
-7397 -24419 -7858 0
13074 13363 -5846 0
17105 -23194 1426 0
16708 24636 16747 0
-4406 -24950 -1606 0
16549 1654 11874 0
10282 5040 -4040 0
-24277 19592 4778 0
-19092 -18065 8131 0
1023 19756 5109 0
-7361 -2152 -4527 0
6570 6578 9241 0
-12416 23682 -7434 0
5193 15390 -7070 0
21940 11147 -23371 0
