c Random k-CNF Generator. J. Giraldez-Cru
c   value n = 25000
c   value m = 95000
c   value k = 3
c   value seed = 9999
p cnf 25000 95000
-23308 -17870 -7749 0
-4805 5142 13376 0
9078 569 2425 0
6546 -16365 19008 0
-21654 -22231 11409 0
1623 -5879 5099 0
-9533 13244 6335 0
6428 -11494 -21303 0
17177 24491 -3821 0
23263 7435 8376 0
20050 -5742 17597 0
19150 -1898 -22739 0
7525 2327 -23307 0
-9950 8872 -6024 0
20309 21878 -19606 0
6717 23500 16837 0
11816 24384 -5080 0
18150 5812 -7925 0
5804 22988 23767 0
977 -21251 6201 0
-9352 7652 3294 0
18300 1801 21544 0
-16038 -9325 23870 0
-5697 -10626 -7742 0
-3072 -5934 -4619 0
14029 -12651 19470 0
5865 -24466 18853 0
-10944 8967 -24664 0
-10221 14770 14004 0
-8987 -15746 1606 0
-15188 16449 9257 0
-18481 9749 -11057 0
6376 17138 11733 0
5246 -22834 13711 0
4339 17257 -19644 0
-8957 -6286 -23646 0
19778 -12150 14463 0
13630 -14446 -23429 0
4646 16018 4551 0
18649 16356 -20296 0
20254 -6543 -11745 0
-4510 -16376 12845 0
6918 -22751 4982 0
-18650 19348 19168 0
23712 23686 -11424 0
-18356 23994 9061 0
-8353 18771 12563 0
-22816 -7401 18360 0
-12596 -12046 -9377 0
-17146 22046 -732 0
-3794 -17299 23627 0
6890 13160 6354 0
-19734 -20077 -4104 0
16067 -5078 14804 0
10234 -3790 -13489 0
13010 -13497 -12483 0
22070 13201 22605 0
-9632 2368 21357 0
-2991 6316 24754 0
3719 -23461 21799 0
20803 18606 5449 0
19429 -495 18608 0
-782 -11580 5036 0
-21237 -2647 1466 0
-11040 4232 21607 0
15881 -17241 1455 0
19715 -14311 -14655 0
17319 -15294 8375 0
13676 -9637 14690 0
-13429 -13355 4502 0
-10228 509 -23108 0
7028 19937 14954 0
-636 12070 17886 0
-5671 -8307 11884 0
23488 10698 16115 0
20094 -1578 -8356 0
21548 -21292 -14018 0
-11203 4963 -20663 0
-19577 -18638 21651 0
618 23418 1358 0
5119 24997 1866 0
-3226 7025 -21803 0
9532 -7660 -8872 0
2417 4682 8530 0
-14300 -3170 19228 0
-5414 -23263 12157 0
-5121 11163 -8449 0
-10490 -22365 -13411 0
22505 -8293 23400 0
-19155 -8910 21817 0
-20512 5380 -21814 0
-22378 -8606 -3838 0
10532 9489 2849 0
-19403 -11905 -7530 0
19285 17556 2051 0
-13512 14321 16666 0
-668 -19442 2828 0
468 -21283 16544 0
5230 10139 -24836 0
3629 -4294 -97 0
-446 16157 21828 0
13611 -13534 21785 0
8800 15417 6273 0
11648 1172 -18177 0
10529 20456 -10732 0
12580 -8967 -53 0
4245 986 -10846 0
-7072 -1454 23480 0
-23615 -6683 8619 0
-14802 1664 -12912 0
6250 18461 20420 0
-3077 -7071 306 0
-24862 -15870 15722 0
-6134 -2517 16893 0
-15663 -13045 -12348 0
-17746 16976 12666 0
9150 -21220 -13652 0
11347 19643 6457 0
-9827 -18257 4491 0
9797 24410 -6154 0
14060 -5659 -24614 0
9479 88 -23036 0
9784 -24949 5257 0
-506 -22434 24125 0
-17398 4448 3522 0
-21098 -22194 20497 0
-8763 22695 -16717 0
-13766 9042 2711 0
11574 10220 -20968 0
16065 20016 11729 0
13570 9075 -17388 0
4536 18553 8827 0
-2571 -3337 127 0
-7828 20194 -22560 0
23304 3943 18360 0
1825 -40 -15553 0
-22322 155 4599 0
-5390 5272 -13640 0
-8100 16846 -23859 0
-20419 -7910 -18874 0
-7148 -21479 -2948 0
-15887 -1014 12853 0
-24713 19937 -16189 0
-24839 19116 -11382 0
-13750 17419 -15324 0
-7109 -19244 6716 0
14013 7917 -6870 0
-18612 -13306 -12141 0
23603 12757 20338 0
-22462 -8176 -3247 0
-7687 -6675 16078 0
1987 13913 -17091 0
-14839 4977 3379 0
22379 -4815 -22494 0
112 9916 -14913 0
6787 8377 -508 0
13502 22389 -8424 0
11723 -16000 13081 0
15216 5955 -837 0
10553 -3416 364 0
5152 2454 23390 0
21229 -4440 -12302 0
4671 -10630 -17278 0
-8050 24360 -13444 0
21895 24471 14712 0
3159 6258 23088 0
-3666 -19759 -20476 0
3441 22834 2828 0
-16521 13049 8782 0
8710 -23601 3549 0
-9073 -3752 -6002 0
-7463 -24980 1794 0
11116 21003 -12423 0
-3394 -4052 -11783 0
-8189 -946 2605 0
-22900 -4105 8862 0
-20987 -24122 19973 0
7815 -2563 17806 0
-10642 10435 5854 0
10775 19144 20806 0
14323 -3217 -24558 0
-20324 -2031 -15889 0
13469 -13146 -11891 0
17244 -7891 7294 0
20378 7432 24592 0
22982 -5331 20048 0
-6844 -17670 -19169 0
-1816 -484 13083 0
10973 -2477 -23518 0
-16826 -13251 9013 0
-12631 18925 3581 0
-3540 -14248 -5611 0
10781 19069 10109 0
-22671 11312 9351 0
21317 6689 16782 0
-20908 -4670 13465 0
-15955 2865 -6134 0
-1475 21032 -22969 0
-14558 -7004 16797 0
-4427 15181 21399 0
-13439 19164 15323 0
-17020 -22703 20922 0
-13982 -8483 14990 0
15442 -22506 -1301 0
24793 10174 24341 0
-16574 -6081 -4011 0
-5038 -13387 23227 0
-2523 6213 -19259 0
-16843 12122 17614 0
24991 -16548 7795 0
21389 -21339 -1958 0
11711 -4710 16012 0
7633 10043 15847 0
-22622 485 4704 0
15275 -277 14877 0
14615 8202 12309 0
9977 4592 -695 0
8204 23466 23259 0
-2462 -15309 10381 0
-20075 -15299 18280 0
19221 3040 5970 0
-21178 14750 -10679 0
3542 -22382 12074 0
-19388 -11356 -12558 0
-24091 -1630 4186 0
5319 7596 12387 0
17627 17573 -16978 0
9673 776 -15444 0
-7931 19589 -22104 0
-18311 -14663 -3754 0
2943 236 -6793 0
8912 12765 -21543 0
10943 16306 -10276 0
23016 2045 12983 0
-10573 -1135 5964 0
-14758 22805 -13560 0
18496 -15431 -6132 0
-10474 -103 23259 0
-17269 -24386 -17847 0
5724 9048 23861 0
-9477 11990 -24096 0
-7622 -20902 -11861 0
-20516 -6844 19518 0
22143 -4859 -21563 0
-10126 -6783 14049 0
-16089 -12892 -11854 0
-21000 -6387 18636 0
18483 -8212 10091 0
-16741 -16832 -9476 0
939 -22555 -18523 0
-24800 -23384 21865 0
-15247 22357 9118 0
18459 -17872 -15961 0
-12977 6366 -12171 0
891 -16491 10305 0
-14939 -23932 -23196 0
18144 -11283 -20934 0
11780 -4766 20498 0
-21870 -12858 -12329 0
22697 5149 -1236 0
7571 21300 -15971 0
4435 -11546 4679 0
13552 21357 13902 0
20864 -9333 20267 0
-8034 1575 3110 0
9690 7865 18393 0
24237 -1009 -4675 0
-20171 4140 -792 0
7020 -1009 -5002 0
10700 -23705 -10150 0
-11935 -6275 -6449 0
-19257 2062 -9346 0
15287 -15613 -5702 0
4188 2829 -6386 0
-24455 2214 24312 0
18916 11904 7177 0
-12308 11140 -8185 0
-8334 22662 -12324 0
-478 4681 -4684 0
21831 -15381 19740 0
23332 18667 17366 0
21132 4276 -19427 0
-5477 19562 1392 0
2531 -23750 4220 0
-8916 14556 6433 0
-8228 8471 -18336 0
6756 12130 20828 0
-14940 -20463 18489 0
-18615 12292 -23170 0
-14650 9122 4902 0
-9389 -7453 -23568 0
18106 -3584 19195 0
-12533 413 13757 0
5276 2943 -12506 0
-9495 3210 18413 0
-15927 -11437 -1883 0
-615 -18192 -14012 0
-21442 -24483 826 0
6282 -9449 13118 0
-4451 15450 -22239 0
704 16190 21044 0
15624 -9296 -24627 0
9818 13180 16391 0
23574 18455 19333 0
2431 19301 22543 0
-20843 -10227 331 0
14077 -2193 9875 0
-3088 14986 709 0
20266 -21268 1510 0
-8383 17070 16959 0
-21973 -17774 -8149 0
9368 -8397 8796 0
-8995 -18214 -21975 0
16737 8140 6781 0
11070 -10570 1081 0
-8612 22765 2659 0
294 11841 -4852 0
-10168 6281 -19837 0
-10877 -1546 -7456 0
-12386 1280 -24526 0
20696 -23252 -8651 0
-3844 -7620 8399 0
3991 -7966 17964 0
-965 -24702 -1103 0
-7745 2123 3025 0
177 2086 -789 0
2836 -2380 -12629 0
-7687 3899 10261 0
-18875 6127 -11806 0
17683 -18512 -13085 0
8560 5560 -2689 0
-17210 755 -1660 0
16960 4746 977 0
-9923 22062 17030 0
2378 21159 -19153 0
-5402 21335 -21238 0
22542 24170 14969 0
1522 -6856 18868 0
-11783 -17083 24994 0
14940 1117 9858 0
19377 9676 -15417 0
13417 18237 -16171 0
-15076 -10196 -20916 0
7404 -11470 9330 0
-24433 5199 5488 0
9937 -10600 1822 0
-6175 24493 992 0
12495 -1015 24199 0
-6362 4149 7633 0
22708 -19088 8749 0
-7565 -13464 18424 0
14333 18232 -11660 0
-5503 -8307 13207 0
-17771 7062 -24677 0
-2100 -6495 -4875 0
-7587 -16431 -6827 0
-9408 -13957 -6319 0
1751 17804 23685 0
950 -24165 -2833 0
8582 -21872 13273 0
17331 -20788 18088 0
-10754 -10120 11320 0
13766 6975 10978 0
-1972 16097 -18040 0
-18000 -18196 15886 0
14227 -17134 23668 0
12405 17893 3977 0
10075 -19644 21780 0
-8760 -20593 -20944 0
2944 20526 -9168 0
-16216 -12856 -21307 0
-9304 14962 22779 0
11975 -3727 -4753 0
-22952 -22050 -20849 0
7343 6402 -5396 0
23228 -20628 13881 0
-21896 -8032 -6773 0
-872 -18106 17768 0
14003 18217 4712 0
1298 -21161 -238 0
1817 3728 4445 0
-23124 -13031 -19406 0
-20902 -5 -14484 0
-17006 -14309 2886 0
4206 -21651 9287 0
953 11231 -4914 0
-14833 -8126 4297 0
-12957 -349 13754 0
22077 -14351 6971 0
1788 -15648 -3131 0
-2025 -17465 -6858 0
22822 6940 -11241 0
8579 19193 -2597 0
-23063 -11198 8257 0
-948 6755 -4908 0
-10234 7707 -16138 0
-6499 13891 -15615 0
-10795 -1847 -7315 0
15900 -23923 13017 0
22870 17063 20016 0
17352 10439 3832 0
15562 8260 -10771 0
-1802 16839 21315 0
-20750 6253 -7512 0
-4007 -7200 5618 0
-266 -8785 13324 0
-7755 6635 -2214 0
-14721 8781 20413 0
13387 24680 10687 0
-1403 -22550 2749 0
-21418 -14901 13188 0
16602 -5462 -21447 0
-2372 -23615 4637 0
-23687 -10717 10889 0
-22550 -6075 9440 0
-3168 22692 -18224 0
7843 21798 -24858 0
-10057 -11518 24990 0
21821 16256 24670 0
7507 -17658 -22219 0
-10256 -5427 3471 0
-23443 -22028 285 0
-11241 -15752 15251 0
7230 -5790 -967 0
18118 19691 23393 0
2558 14210 -21084 0
12133 22053 -17881 0
-11991 23461 -20750 0
-11980 20281 3357 0
3001 -2787 -21014 0
-219 4394 -17793 0
20042 19188 -6172 0
-20326 -5429 13275 0
-10576 4010 10416 0
-2895 22127 -5107 0
-1287 -24684 -19316 0
-13723 -11817 7720 0
22955 -15159 6180 0
10057 -18490 -1460 0
13413 -21491 20599 0
779 -13061 -24992 0
-18571 -8102 -19180 0
16094 -19779 -15960 0
-4369 21707 -19969 0
6136 -24601 8447 0
-11242 -17239 -8131 0
-21910 22313 -11299 0
-4629 -20268 17809 0
2161 21676 2650 0
19972 10088 15492 0
15570 -10866 -3553 0
6914 20788 -3006 0
-1093 -11882 14137 0
8404 -7602 -10843 0
19724 -13737 1795 0
3170 16331 10385 0
2652 4592 7698 0
-13950 -9220 19317 0
23110 2732 15992 0
760 22704 -1079 0
16251 -13273 3297 0
11155 -20186 -24084 0
-14161 -12630 -2317 0
-3297 -21033 1270 0
5491 7108 -15007 0
-7285 10278 22689 0
-17669 -12929 2280 0
16718 -18231 2851 0
11034 -16340 5583 0
2025 8451 -3286 0
19456 -24702 7910 0
22752 -10856 19448 0
13187 -16368 -7077 0
-15504 -11016 -19462 0
-16773 7858 -1569 0
-23131 -15142 3198 0
-20819 -24163 7479 0
14450 7232 -709 0
-17301 18266 8400 0
14235 -20290 -16851 0
-17520 -14745 7904 0
16781 3848 10111 0
11228 17035 -1479 0
9657 -7538 3846 0
-4118 -15662 -11704 0
-22038 5145 18197 0
16588 17315 8711 0
24066 -6765 15943 0
-24774 15417 -9208 0
24525 4651 20849 0
7727 13522 1946 0
-15630 5302 -5793 0
-741 -16530 14179 0
-18571 17538 -21716 0
13768 -21655 -3730 0
-471 -10044 -8874 0
10020 17983 17540 0
18730 17048 15656 0
9672 8173 6072 0
10231 -7698 -10722 0
6080 -15424 -24243 0
-8025 22406 20897 0
5169 14498 3778 0
19348 24420 21315 0
7415 13187 9321 0
2496 5010 -19364 0
-11369 15029 -12347 0
20261 -8758 20746 0
10916 9782 -3919 0
-16988 20012 2968 0
19061 -1091 -18391 0
9656 467 7148 0
-5552 -5636 -21645 0
-9329 16335 -21064 0
-5643 -23749 603 0
6315 -1245 5612 0
-678 -3965 -20640 0
-4376 15577 20749 0
16474 1493 -5530 0
-20392 9832 -542 0
-23359 -3892 17984 0
-8101 4899 -18451 0
6601 -10450 -15438 0
-3245 -11130 23124 0
15661 8124 -21872 0
16263 -14438 -14468 0
21874 6468 9785 0
8865 2195 361 0
4613 -18668 -1853 0
-10143 5411 -11684 0
-2036 20121 -6928 0
11371 -3222 -11826 0
-4821 -9822 13628 0
-11610 4418 -24757 0
-9733 -20078 24233 0
22957 -11340 -13670 0
-12424 24565 11489 0
13560 8429 -13684 0
-13921 -13042 23703 0
7125 -14536 4114 0
10161 7923 24234 0
-17088 19293 18807 0
-20265 15466 19980 0
-8892 -2075 24398 0
-1 3160 10827 0
15585 -1116 13519 0
20606 -4891 13083 0
7095 9803 -21512 0
12130 -23723 905 0
10832 -5847 6792 0
-14945 7359 14714 0
5531 -24446 -9006 0
-24337 11063 -24471 0
-19317 11306 -17898 0
10066 2658 12409 0
20892 18242 -13524 0
9410 -13848 -9766 0
-22493 12294 10920 0
10356 24423 -9642 0
-11260 -10254 -6841 0
-18051 -16551 -14199 0
24116 13433 -4997 0
24473 -12769 7411 0
-23944 23437 18716 0
-8193 -8502 -21374 0
-20601 -4394 5967 0
-476 5155 -19814 0
1593 -2647 -7107 0
12513 4354 22881 0
13506 -15613 -8135 0
-20346 -15 -16037 0
-897 15482 -4469 0
22245 14955 8589 0
4655 5250 -7026 0
-23370 -13442 6879 0
11095 394 2624 0
17062 -869 7779 0
3227 18813 -10425 0
-10334 -6325 -14779 0
24566 -19831 -21743 0
-7700 -6528 -13110 0
-15088 23776 -3591 0
10908 -21020 9897 0
-19497 -674 15146 0
17874 -15396 -3587 0
-24752 -1490 20332 0
-2376 9903 12552 0
-10154 -13130 6365 0
11930 -14815 4041 0
18060 -14380 15223 0
-14803 -13432 -21751 0
-19264 19871 11878 0
14206 5779 -7898 0
24103 16627 24923 0
-14248 9500 6670 0
-9187 603 -8160 0
-4518 -2978 9414 0
-17070 4483 -22543 0
14786 -16413 -3709 0
18826 824 9441 0
9049 6978 -22872 0
22151 -1241 9094 0
9028 6799 -14872 0
-16925 -5901 -6498 0
8200 11500 7349 0
14869 -20686 7952 0
14380 -16556 -10929 0
-23794 -24977 6764 0
-12688 -14762 14528 0
7749 24939 -15351 0
-17189 8987 -22329 0
-6412 -6137 -14921 0
-15505 -15165 -21719 0
21729 -23441 18971 0
19578 22992 -5471 0
1927 12861 -17508 0
-9878 -2240 -415 0
12158 17385 16743 0
-18921 21425 22856 0
24800 -4173 22795 0
-15151 12713 -6781 0
-3831 -19124 4270 0
10103 -980 10786 0
-6822 -22708 -9226 0
17144 8638 -7218 0
13966 10564 11430 0
-6474 -20441 5021 0
23240 23950 22406 0
-14983 9223 -18830 0
-12838 9022 14354 0
1984 15524 2066 0
-8765 -19354 12541 0
4386 -4457 -13520 0
-15171 -2630 -2580 0
15748 11125 -11217 0
14317 91 13132 0
-746 22916 24924 0
-5767 -21155 -23873 0
19524 -2489 -8095 0
-13353 6679 8469 0
19058 -8662 23992 0
21123 -8778 9698 0
-8663 -13163 5506 0
13534 -19685 -8135 0
7465 1785 10611 0
10033 16101 -10701 0
23164 8199 24968 0
23087 -13965 -21123 0
-21960 -8488 14963 0
-21406 -13192 -21641 0
-4874 -7249 21655 0
20218 19723 -5432 0
4915 -3385 -9947 0
10420 8270 20983 0
9906 -15735 22767 0
20516 -767 -13868 0
22569 -23931 -22066 0
22536 13369 2382 0
10010 1680 2221 0
24973 -23086 -15412 0
12965 -19311 -14012 0
9619 -14528 -8734 0
6403 -19442 -3470 0
-16349 21213 3091 0
3683 6118 -18825 0
1450 -1634 10944 0
6669 -24202 -9874 0
-3734 13089 14594 0
22467 23099 16274 0
-24687 -23071 5711 0
-6450 -11035 -21 0
11813 12006 5901 0
11898 -18408 16694 0
-15367 -1108 12907 0
9809 -4790 -19024 0
-3634 22591 -12009 0
-14577 -4259 -2562 0
-15802 24344 -15651 0
21747 -21810 5101 0
13020 12848 -3171 0
18730 -19297 -5557 0
-18751 22461 8914 0
16003 9358 -2321 0
-7696 16076 19780 0
11954 885 15922 0
-5978 -4518 -13512 0
9338 -10446 9123 0
-11900 -17599 -8466 0
-18902 -14345 21628 0
-24002 18717 -9475 0
-18524 12446 -20124 0
15432 22548 -17584 0
-24346 -13550 -1942 0
18018 12598 -18017 0
-12798 24551 10253 0
20071 21880 -14770 0
-8582 6218 -16567 0
9056 9469 -517 0
-17522 19722 6214 0
-14149 -18723 24930 0
-14975 3598 -12375 0
1450 -19029 1275 0
-19034 9726 -14824 0
-12327 -2744 -2421 0
-21695 6893 18324 0
-6948 -1963 15203 0
-13069 1896 -21420 0
-20988 -10952 -5888 0
12856 19825 -609 0
19069 325 -10683 0
-18998 -15299 5632 0
-22725 8101 -24661 0
-23999 -2134 -9386 0
5174 -5812 3481 0
23947 -18858 -10373 0
17270 17157 3687 0
7472 21578 -5583 0
-3892 -17565 7886 0
-1131 -5420 -2710 0
-18092 15841 -3034 0
20126 1190 9684 0
758 -23914 17784 0
-418 14264 11269 0
-1155 19438 8432 0
20988 -18384 -2290 0
-6360 -10653 10798 0
1399 9476 7375 0
23333 4719 16291 0
-6218 -5850 -21711 0
279 15293 3903 0
19664 -10418 5092 0
-4347 -11175 20358 0
13483 -2944 9621 0
24751 -20451 -4058 0
-8183 -16438 13793 0
1824 -14149 15797 0
-12621 6899 -273 0
-19996 -5231 -4991 0
-11286 2800 -2192 0
-24348 -3078 -17484 0
19602 -22741 -19254 0
-24694 18440 -21780 0
-20051 6922 16076 0
21023 -6672 2878 0
16433 6206 10667 0
-5225 -8029 16167 0
-21022 12002 23066 0
12646 23349 19648 0
8988 986 22448 0
-11180 -334 16877 0
-20015 11287 -14618 0
5620 -10980 24409 0
-2400 -22382 -6330 0
9827 -18405 4353 0
12704 -9837 -10559 0
-23370 6413 -9939 0
-14536 18786 13292 0
3953 -6431 11640 0
23601 -15419 -12626 0
-21048 -17950 4311 0
-12924 4316 -15597 0
-18893 -9936 -17929 0
-18301 3687 6662 0
15982 -13513 16418 0
-20335 -1216 17606 0
-22245 15937 -24019 0
23535 21824 -17804 0
-11827 777 -15587 0
-23466 24377 -22357 0
2443 -20424 6658 0
-6753 24699 -10973 0
-13702 9944 12260 0
22982 -3244 -15946 0
4643 10578 20810 0
-21061 22264 -22025 0
-13666 -19508 4313 0
4036 9394 -1137 0
13192 -21220 -1913 0
-3778 -11038 -1289 0
-17486 4832 -13064 0
15495 2937 -12762 0
-1467 -16638 -22705 0
-13727 -14619 -17301 0
21024 10613 19230 0
-16834 -6673 16493 0
5210 -11691 2352 0
-9523 -15726 11745 0
2011 20269 24317 0
20275 15398 -10354 0
12915 -7883 6537 0
-978 -23377 9473 0
-5091 16196 -1110 0
-19148 21274 -7080 0
-2800 -17297 -17693 0
-22029 482 -15717 0
4873 -5692 18759 0
7224 -6566 837 0
-18968 24928 21105 0
9636 -20202 -11503 0
11341 -8116 10737 0
17878 445 466 0
2350 -5535 16661 0
19812 -16034 -12934 0
-1891 10185 -21582 0
-10935 -7213 13416 0
18004 3437 10459 0
-11762 -10660 8376 0
3950 -20980 -8303 0
-55 -5615 19856 0
2909 -16956 -2971 0
13645 1185 19767 0
14110 3534 -301 0
-5770 23345 -7687 0
-10055 16588 -17871 0
-22989 -2522 16436 0
2756 11877 -19872 0
13214 -23639 21884 0
-21589 18940 -17863 0
21243 -18994 14829 0
16098 -21902 23136 0
-19068 1899 24320 0
-13834 16008 -2854 0
-5486 13130 -1198 0
4524 14536 9137 0
-22395 -12524 -11659 0
5182 -15279 14887 0
-53 19844 -13525 0
-21936 -16432 23817 0
-6150 -12674 -17810 0
-20979 -3771 6064 0
10466 -14190 -7962 0
9786 -19375 15321 0
3991 -16213 3450 0
21540 12088 -17986 0
5677 -9482 21861 0
-17335 6015 3492 0
-7221 22420 23335 0
-12098 10707 6119 0
2266 -16857 -18792 0
-20075 -4187 -13915 0
17490 -14652 -19456 0
-451 15789 5183 0
-15772 -19779 12747 0
10573 -16319 24834 0
