c Random k-CNF Generator. J. Giraldez-Cru
c   value n = 1000
c   value m = 4210
c   value k = 3
c   value seed = 543
p cnf 1000 4210
-982 504 -701 0
519 931 -419 0
-975 682 -490 0
-915 -765 877 0
-368 207 -3 0
-96 -300 -830 0
-394 -552 562 0
-11 241 -480 0
670 -461 882 0
341 920 -690 0
-536 -902 -193 0
588 772 475 0
358 -746 157 0
-848 13 -921 0
76 732 -127 0
430 180 -778 0
-259 925 -681 0
173 -935 -921 0
-652 -604 -733 0
885 297 -653 0
-574 -832 -906 0
119 771 -677 0
593 129 -775 0
-749 328 -787 0
21 -403 870 0
499 -833 49 0
629 443 -973 0
-309 -615 260 0
-582 -618 215 0
666 -503 511 0
670 428 694 0
-575 -546 465 0
604 -139 -593 0
-378 -239 -920 0
-516 -260 674 0
737 110 -506 0
-786 738 301 0
110 399 -915 0
369 332 885 0
584 997 -387 0
94 -667 166 0
-788 593 -712 0
-252 196 -202 0
196 925 792 0
467 792 403 0
140 529 513 0
998 -314 -250 0
-298 -423 -648 0
564 -792 -979 0
-448 727 328 0
-186 -820 -994 0
-352 959 938 0
-415 562 -134 0
968 -757 -58 0
759 -223 -850 0
-162 715 730 0
-674 -712 -43 0
275 361 -817 0
275 -924 -960 0
605 -724 -686 0
-932 261 -858 0
277 -612 -816 0
-215 378 700 0
-345 -486 109 0
456 61 310 0
-617 -775 39 0
-642 838 433 0
268 -198 -250 0
542 473 561 0
147 -196 -247 0
430 809 456 0
-707 -420 623 0
273 150 352 0
972 846 -838 0
80 301 -898 0
390 269 24 0
428 -910 -861 0
861 -178 410 0
462 -719 882 0
22 217 430 0
-268 647 238 0
75 -353 9 0
698 977 -158 0
-49 948 -4 0
238 27 656 0
-135 -416 925 0
510 196 -834 0
722 -56 363 0
131 -517 434 0
-13 -538 -650 0
794 -158 648 0
31 -232 352 0
-39 281 328 0
-549 -330 -275 0
904 919 654 0
-559 -54 -69 0
-483 915 616 0
-669 637 -671 0
383 -767 539 0
-816 131 -77 0
818 924 -586 0
-465 -954 -169 0
-817 -345 -450 0
496 245 -131 0
-771 148 -49 0
776 58 -454 0
-844 -541 721 0
-460 561 -357 0
-482 -943 475 0
-21 111 -606 0
-449 928 -529 0
386 744 -835 0
-554 -560 531 0
-355 408 775 0
837 530 -922 0
238 305 -979 0
-691 500 -871 0
763 311 783 0
-119 -793 -726 0
-594 -165 -836 0
551 965 115 0
431 350 858 0
617 255 770 0
147 -610 177 0
-921 798 706 0
194 35 -10 0
525 78 -509 0
-395 840 172 0
-178 311 -964 0
255 256 480 0
-90 806 -444 0
-204 -236 -793 0
413 -853 -47 0
182 351 -8 0
358 -272 -806 0
-63 817 -840 0
424 341 -917 0
285 -736 109 0
456 -265 419 0
771 -519 674 0
-250 -960 -479 0
45 -515 -66 0
189 -927 -270 0
587 -109 973 0
-595 818 -244 0
752 -881 412 0
943 656 -753 0
212 -940 840 0
320 747 456 0
-738 -517 326 0
763 118 -285 0
593 -162 -151 0
-658 -350 429 0
-280 -937 889 0
-252 -883 -707 0
-847 -634 939 0
-258 -576 -594 0
-362 -787 -886 0
553 458 -632 0
8 547 501 0
333 309 -618 0
969 -901 132 0
-119 -911 833 0
900 542 121 0
788 145 -3 0
846 -991 -988 0
-784 -600 -916 0
730 314 -54 0
-615 866 -512 0
-598 -874 410 0
450 -206 -719 0
420 -175 971 0
-551 645 -881 0
-383 -544 -422 0
-504 -332 -566 0
-858 529 -908 0
198 -313 -860 0
-113 -42 -173 0
518 -8 390 0
381 -957 -263 0
791 -407 821 0
-509 -826 347 0
831 728 -991 0
-712 462 887 0
-485 317 570 0
403 -175 98 0
662 724 -410 0
-521 188 803 0
45 -705 162 0
-435 -86 471 0
49 228 -877 0
-869 88 -54 0
-215 918 133 0
558 981 -594 0
-444 -466 -911 0
-13 220 -437 0
-110 881 512 0
872 -402 699 0
-674 798 -403 0
188 -232 -840 0
658 633 419 0
886 853 506 0
-939 420 -424 0
423 -977 -404 0
-16 772 221 0
-278 -784 440 0
-66 245 321 0
-577 -116 74 0
-275 142 -871 0
-30 329 -455 0
221 -986 -87 0
-640 -871 291 0
-145 161 710 0
-920 -583 -686 0
676 -950 -457 0
-896 580 -592 0
-336 -645 189 0
8 574 -304 0
-81 200 797 0
303 581 125 0
-757 -802 -110 0
-195 793 -332 0
-486 289 -492 0
-195 -209 -426 0
-233 -884 728 0
-41 131 -307 0
985 818 303 0
173 -825 -876 0
828 257 428 0
625 -560 8 0
-749 668 -809 0
-211 215 953 0
894 -700 242 0
738 -246 -450 0
-163 -830 -685 0
242 223 -815 0
-548 -207 985 0
-851 731 -809 0
-78 -558 418 0
-505 -182 -977 0
865 283 996 0
25 845 210 0
978 738 261 0
-219 475 859 0
20 990 -688 0
-704 231 262 0
-870 -779 -468 0
-854 -981 550 0
-15 -410 -108 0
-432 -267 -641 0
-760 -131 -923 0
-755 507 119 0
-965 -484 857 0
-225 54 -331 0
-83 73 -320 0
-123 128 903 0
-384 350 33 0
-204 555 365 0
105 -569 -774 0
-212 -352 -392 0
-205 463 -874 0
479 570 -381 0
598 -534 216 0
-454 -110 -270 0
136 -545 694 0
808 19 822 0
-710 754 -171 0
94 309 -725 0
458 414 -646 0
583 977 349 0
-975 -181 -812 0
200 12 -381 0
932 -609 -266 0
-148 414 -727 0
769 -549 623 0
462 708 -641 0
-283 769 747 0
805 862 55 0
882 -319 468 0
-527 -902 -445 0
227 -228 977 0
-38 779 988 0
-770 -711 -596 0
387 210 361 0
466 -978 -910 0
88 791 969 0
81 -74 738 0
-827 230 599 0
-881 -111 -918 0
701 989 -171 0
-145 216 -750 0
-121 -253 880 0
461 -375 -590 0
-56 113 -799 0
769 578 -128 0
-678 -666 -919 0
-646 -746 -344 0
-383 -924 925 0
334 156 -36 0
603 856 -24 0
-773 352 -239 0
-874 825 -844 0
-753 285 -570 0
695 692 -682 0
845 460 -260 0
-973 -137 277 0
-243 -135 374 0
938 -869 -297 0
862 554 804 0
249 156 -660 0
-273 280 -11 0
-863 -153 -835 0
-58 258 -119 0
979 -952 163 0
13 -796 622 0
-272 -120 111 0
900 714 597 0
273 -651 -465 0
921 865 371 0
724 113 526 0
-383 737 -806 0
-746 952 310 0
932 -9 -567 0
403 340 870 0
565 352 18 0
-186 975 489 0
-296 874 -203 0
-892 -146 -205 0
-709 -66 -69 0
-79 141 534 0
956 -524 270 0
-761 -621 221 0
-71 -552 582 0
-989 306 -921 0
211 -870 -272 0
228 -408 598 0
-716 55 471 0
270 299 -616 0
827 -7 -33 0
-895 -437 -173 0
-428 -392 48 0
50 -505 20 0
-270 927 -572 0
203 267 229 0
-123 477 451 0
-746 -704 -858 0
-343 -772 264 0
165 -41 562 0
-780 219 920 0
164 -114 708 0
689 -893 452 0
-736 294 -956 0
-756 -564 234 0
-679 118 500 0
-907 -241 -977 0
709 338 32 0
-566 33 -803 0
182 197 -196 0
-743 329 -414 0
15 -492 -879 0
722 -180 -124 0
173 268 -417 0
-128 -23 -332 0
713 53 -450 0
213 311 -42 0
-189 20 731 0
572 937 763 0
-375 118 -960 0
-922 -861 -288 0
687 -875 -131 0
918 948 663 0
-41 121 -930 0
809 600 304 0
493 313 -356 0
-942 -525 -666 0
335 -65 37 0
65 -636 974 0
-828 -362 -91 0
139 635 303 0
778 -322 529 0
-908 -239 477 0
922 631 -597 0
-851 -439 548 0
506 -931 -860 0
-861 224 736 0
-879 -558 -800 0
-915 975 -788 0
-888 -802 501 0
-331 -940 -136 0
-633 69 809 0
514 -976 -47 0
-990 250 29 0
938 -100 819 0
-485 -606 -750 0
697 -818 325 0
-432 48 235 0
-584 -963 209 0
723 -202 -10 0
-223 884 -301 0
710 869 -369 0
518 -382 -696 0
916 723 -945 0
-944 -660 -397 0
-763 496 354 0
-864 192 523 0
-188 976 571 0
-422 -559 885 0
982 -281 438 0
-991 855 -322 0
-643 565 -190 0
363 -82 -923 0
411 -998 -645 0
-355 293 656 0
-103 407 151 0
-456 -270 -343 0
331 810 -318 0
901 583 228 0
-785 565 860 0
574 907 -714 0
-895 -550 630 0
-436 264 -712 0
710 674 -61 0
-354 381 705 0
361 -483 112 0
-512 -291 733 0
-206 -621 -542 0
875 873 -125 0
-102 9 41 0
313 582 947 0
-26 -477 848 0
-656 -264 112 0
-719 -974 -785 0
131 -679 517 0
-835 -40 352 0
298 903 994 0
31 -108 966 0
-572 334 838 0
48 787 -846 0
-88 99 -427 0
387 476 -255 0
234 483 871 0
-345 553 -844 0
-482 -683 -874 0
-998 870 265 0
701 167 694 0
197 -626 659 0
-769 311 -496 0
168 97 693 0
608 -195 472 0
994 -671 -726 0
-227 505 948 0
924 58 143 0
757 -740 -17 0
106 -609 633 0
807 128 -800 0
500 324 777 0
-159 444 -88 0
6 -612 -184 0
-699 -219 -731 0
-170 -212 -753 0
-247 790 -257 0
547 -713 666 0
689 821 -406 0
-705 927 -366 0
-338 733 -493 0
-489 -232 169 0
617 -742 -612 0
-704 -748 575 0
-240 798 -793 0
322 319 -356 0
-74 -565 498 0
-682 -111 562 0
-348 152 383 0
105 208 309 0
822 897 -41 0
667 -385 -624 0
-835 354 718 0
798 -57 -465 0
373 -648 614 0
517 -969 -932 0
225 -394 848 0
722 428 311 0
283 -775 -462 0
665 231 -669 0
-973 52 -566 0
365 718 -302 0
-989 904 -655 0
58 702 -64 0
-522 -74 63 0
487 -590 384 0
-418 -814 -777 0
617 887 -204 0
-927 170 -330 0
740 -834 -560 0
-409 159 -612 0
-326 -523 681 0
979 -863 585 0
986 -920 -286 0
-49 -793 711 0
-111 -279 652 0
-494 -48 818 0
-623 17 704 0
178 -943 -873 0
-508 35 59 0
-419 795 -217 0
382 -120 -91 0
-63 450 306 0
999 435 -225 0
-284 835 370 0
346 298 1000 0
-997 143 -48 0
-814 -765 -64 0
870 295 -358 0
-742 154 -392 0
152 -572 -186 0
720 306 -657 0
-811 -368 459 0
-116 718 893 0
692 353 -728 0
-61 -698 -25 0
-61 46 -167 0
-460 -860 284 0
875 -729 -578 0
584 -822 -731 0
-976 326 654 0
-513 45 959 0
-522 -855 678 0
-980 -322 -395 0
224 366 -747 0
-951 -426 -796 0
327 838 -842 0
846 649 -53 0
-129 523 133 0
58 -107 306 0
-788 434 631 0
-441 298 676 0
752 -819 882 0
429 -150 556 0
-824 -374 921 0
-922 -676 -346 0
70 355 536 0
263 200 184 0
-315 -328 -707 0
799 737 165 0
104 -524 -598 0
735 -316 247 0
-410 -67 418 0
643 848 -567 0
198 23 -292 0
118 296 320 0
816 -365 674 0
-351 -627 -873 0
-534 293 -552 0
-592 91 -288 0
-756 -195 -163 0
-705 281 830 0
-952 42 249 0
-369 684 -96 0
-287 -882 -118 0
931 351 765 0
-250 166 -130 0
275 -516 -108 0
-147 -402 -401 0
50 345 843 0
689 453 389 0
-851 509 669 0
32 812 -710 0
-280 -180 -394 0
727 -819 -627 0
196 101 -977 0
961 -350 495 0
442 -624 362 0
-549 -122 -763 0
-301 -171 460 0
496 211 -912 0
884 413 -420 0
-553 444 -232 0
614 -724 -763 0
359 802 -933 0
-985 998 -33 0
-314 -958 734 0
-808 -399 709 0
-169 299 -830 0
-284 -600 -352 0
95 -562 -6 0
330 -974 -777 0
-882 770 -360 0
848 845 475 0
206 646 759 0
543 -643 -792 0
-856 952 -525 0
-15 -350 586 0
-535 1 -415 0
170 -600 119 0
-264 -46 -680 0
621 -375 -6 0
750 609 127 0
-109 -456 971 0
935 -661 -616 0
694 -203 611 0
-485 -410 -562 0
-361 776 -264 0
-946 -311 -264 0
-713 832 215 0
-831 -96 -260 0
-862 68 -986 0
-219 817 946 0
-345 -926 -401 0
-315 212 414 0
-283 905 968 0
-893 -389 -378 0
806 -102 -153 0
-69 -399 -815 0
-684 463 -647 0
-898 -293 -94 0
-509 -507 -161 0
-847 77 330 0
-792 -422 607 0
545 -88 818 0
-958 722 723 0
-925 966 463 0
-654 -772 916 0
-159 -192 -315 0
325 228 -777 0
323 477 -422 0
768 -986 -280 0
281 -184 -356 0
610 327 -129 0
216 -871 569 0
-33 -180 -290 0
-755 -457 -256 0
570 462 379 0
485 -620 -570 0
-799 297 149 0
-928 -619 626 0
-701 -387 963 0
332 -667 -146 0
-687 -276 824 0
-168 843 -695 0
-736 -875 226 0
377 -982 34 0
-632 -551 -496 0
362 -35 467 0
284 -186 -763 0
432 -465 734 0
57 517 472 0
19 -848 -138 0
-164 -886 -765 0
-988 405 -607 0
-34 -140 -833 0
611 869 166 0
645 852 68 0
-140 -214 -103 0
958 -497 -640 0
73 -928 456 0
-806 -985 -972 0
-277 355 171 0
-766 871 -56 0
882 -858 -461 0
840 -243 -952 0
-672 205 172 0
190 849 -24 0
257 340 589 0
711 -298 -85 0
702 722 -364 0
157 -527 700 0
-128 -155 55 0
650 272 925 0
-706 153 134 0
-518 -992 728 0
-821 15 932 0
345 -204 -781 0
-368 813 472 0
-956 -523 121 0
-392 -225 842 0
107 -381 720 0
-807 -861 -874 0
213 862 -145 0
-137 -567 649 0
-270 -436 -640 0
349 -609 7 0
280 -953 562 0
412 -672 374 0
884 -979 -897 0
4 722 473 0
-846 828 205 0
-565 986 417 0
791 198 279 0
287 -334 197 0
936 -955 985 0
-575 -303 -593 0
933 935 -897 0
495 -346 920 0
868 -229 -898 0
116 585 971 0
-588 -430 -798 0
-793 -346 -784 0
-209 -136 -981 0
839 -423 667 0
36 710 973 0
20 -284 628 0
964 569 562 0
-860 63 -907 0
131 -930 -488 0
-28 398 424 0
350 -985 -853 0
-147 129 550 0
282 690 38 0
615 528 -460 0
-281 563 -169 0
-253 -582 -804 0
-880 -545 724 0
793 -756 786 0
52 -886 68 0
-539 -265 465 0
-962 -614 -449 0
-166 113 930 0
67 -394 -619 0
104 -8 -146 0
915 640 61 0
435 245 994 0
591 476 -539 0
314 269 646 0
-100 320 -532 0
519 210 148 0
983 -171 -762 0
783 688 226 0
-712 -754 -619 0
682 -858 -979 0
-828 124 970 0
240 -559 214 0
233 -149 690 0
123 814 -958 0
769 265 629 0
652 783 838 0
-799 -765 -8 0
-912 900 47 0
-137 -611 152 0
-108 -293 361 0
438 -472 485 0
407 63 -43 0
-621 295 -543 0
662 -418 -356 0
-619 538 973 0
599 189 755 0
436 339 -520 0
795 -251 -419 0
-841 -739 -381 0
-992 198 25 0
-353 -635 848 0
189 -42 910 0
583 14 -205 0
-125 -675 974 0
-832 -645 511 0
156 -243 -699 0
911 -678 -37 0
782 824 639 0
552 -664 730 0
-932 -7 927 0
-957 711 -562 0
156 -899 -955 0
66 -481 320 0
-270 -957 -994 0
-243 -141 990 0
105 -296 584 0
-803 558 -261 0
-191 339 -84 0
182 890 -99 0
911 -822 457 0
-837 -130 -168 0
-750 -285 418 0
56 702 251 0
-375 -971 559 0
-720 -565 51 0
61 21 699 0
644 -823 256 0
256 366 -595 0
691 -547 -484 0
141 -457 -657 0
598 645 -138 0
117 -395 775 0
-534 802 476 0
-784 529 799 0
695 -248 715 0
745 661 736 0
-443 -304 910 0
-699 -560 -275 0
645 602 173 0
480 743 -629 0
489 340 626 0
-626 -456 372 0
752 341 173 0
-228 477 -701 0
-26 171 -301 0
92 -915 -961 0
827 710 616 0
737 760 527 0
-11 -404 129 0
536 235 871 0
-164 723 -210 0
141 -349 17 0
512 -100 357 0
685 -679 833 0
737 -56 -3 0
-37 -148 -270 0
349 -974 331 0
-965 62 90 0
-491 425 845 0
-619 960 79 0
841 475 802 0
-50 616 502 0
418 127 953 0
775 -811 -632 0
-607 -548 39 0
-962 -936 -186 0
583 -285 -512 0
913 601 925 0
-2 443 349 0
-846 -62 -308 0
276 -902 -783 0
-77 -304 -398 0
-578 -721 876 0
883 847 -687 0
-514 806 -586 0
904 -767 873 0
442 701 509 0
-953 613 -109 0
-877 966 -552 0
578 163 -965 0
-885 438 -218 0
19 -515 873 0
768 -444 946 0
644 -326 792 0
682 -191 597 0
619 -95 715 0
491 888 415 0
-1000 -840 -27 0
460 -68 -992 0
-11 -645 -154 0
-327 -882 944 0
897 -900 810 0
769 20 -253 0
714 -663 -931 0
-506 -344 473 0
454 -962 919 0
169 804 806 0
583 -803 997 0
-610 615 -65 0
-953 -625 -61 0
459 304 294 0
-402 -200 546 0
-211 -968 565 0
815 34 -227 0
-745 891 -922 0
570 344 -235 0
488 512 390 0
294 -95 -193 0
290 56 -807 0
706 -8 -783 0
119 818 438 0
412 -219 -637 0
-957 -781 873 0
-596 342 451 0
-692 232 -372 0
613 575 -958 0
101 -87 -348 0
-394 533 -892 0
35 -588 -50 0
741 -947 -184 0
859 -765 -622 0
-270 -335 -610 0
-579 468 -918 0
-451 415 -259 0
-902 458 842 0
-625 71 -417 0
935 -171 -855 0
634 916 -387 0
-525 950 326 0
926 -690 624 0
461 900 -388 0
434 -170 -75 0
-44 100 894 0
-313 902 -308 0
-924 -803 -765 0
-765 -780 187 0
-533 66 -357 0
739 699 -272 0
-125 -223 574 0
802 500 -263 0
-426 960 -163 0
165 394 -684 0
591 789 135 0
484 453 36 0
143 -376 191 0
-908 -493 322 0
-94 377 387 0
-803 116 85 0
-426 592 659 0
-999 -394 158 0
-614 171 -117 0
128 -335 862 0
163 278 -650 0
297 -761 -103 0
-332 -904 830 0
874 163 -322 0
195 608 51 0
-581 762 -166 0
-665 -188 -757 0
-323 538 -502 0
832 -151 24 0
301 630 -359 0
-162 -792 988 0
164 440 -748 0
618 -772 3 0
-447 997 -165 0
-121 -192 125 0
-171 124 886 0
688 141 -73 0
796 815 963 0
650 -647 465 0
673 -947 95 0
383 -460 -886 0
370 975 -326 0
-118 592 -449 0
472 -39 797 0
-637 511 340 0
113 33 -464 0
998 720 -604 0
423 -515 -418 0
385 -164 -416 0
849 189 714 0
-943 571 526 0
-181 941 500 0
-858 410 92 0
-658 -881 482 0
-454 -869 992 0
-794 -981 -24 0
-609 -979 -743 0
564 753 -609 0
333 137 -125 0
-749 -985 -313 0
814 -280 -883 0
339 812 175 0
839 -669 -584 0
930 -678 817 0
411 483 -685 0
-402 628 -18 0
777 -236 -348 0
871 151 -100 0
831 484 -236 0
-955 -232 -572 0
619 397 203 0
-502 736 -14 0
28 574 -34 0
-612 -503 63 0
780 265 546 0
816 18 -173 0
-833 -794 -761 0
532 16 -911 0
-631 846 746 0
-218 -801 329 0
142 -419 726 0
-344 -272 461 0
710 652 -34 0
95 -263 -888 0
158 394 504 0
-703 209 -521 0
-227 -42 666 0
339 -573 681 0
602 556 526 0
347 125 678 0
676 -266 449 0
-401 962 72 0
213 -671 723 0
598 117 337 0
837 274 730 0
340 -976 939 0
212 555 -980 0
-877 -893 -904 0
-557 -494 811 0
434 193 936 0
112 -868 553 0
-560 620 -514 0
-631 832 -536 0
-354 -429 -653 0
-690 -265 -926 0
772 956 -254 0
710 167 160 0
41 -43 -52 0
296 -951 -898 0
107 736 442 0
-42 -847 -309 0
-594 758 -928 0
460 -389 111 0
-995 -94 891 0
-999 -135 -155 0
277 -906 462 0
882 967 628 0
41 -7 22 0
444 -303 324 0
-341 761 59 0
-782 154 -906 0
-442 -747 -663 0
-721 558 -403 0
183 905 848 0
73 -903 335 0
-227 531 -240 0
40 412 -207 0
667 452 565 0
-688 -896 219 0
-11 588 979 0
422 722 132 0
-327 -163 231 0
-341 -236 -788 0
96 -418 44 0
-943 -491 299 0
-277 -69 829 0
869 -109 -241 0
427 127 44 0
-991 -815 -939 0
-210 -177 879 0
540 -598 -600 0
-672 -276 -114 0
254 969 701 0
393 -64 -119 0
437 358 961 0
-735 987 -29 0
-563 -855 -489 0
-155 -281 -616 0
-199 -623 -782 0
489 -184 310 0
367 76 260 0
318 -747 887 0
-432 352 855 0
-132 744 270 0
602 180 628 0
-562 -914 -614 0
943 -829 820 0
783 335 452 0
-398 885 -74 0
531 374 -610 0
-841 -740 -685 0
452 -58 -783 0
338 841 -134 0
-193 324 -877 0
-462 926 409 0
441 -487 674 0
-54 781 854 0
-873 -564 189 0
676 313 73 0
102 -844 -446 0
-711 -36 -538 0
747 839 947 0
881 -176 -787 0
-14 720 462 0
242 534 387 0
-650 974 226 0
-324 -28 -6 0
-177 -252 921 0
717 -928 -234 0
-790 -29 -429 0
-587 -91 816 0
476 189 -654 0
-422 69 181 0
-560 -82 901 0
-22 675 434 0
760 -325 -407 0
-985 -1000 -786 0
343 -528 390 0
-263 -245 669 0
-848 -386 49 0
628 324 491 0
-443 800 679 0
448 573 747 0
629 -133 180 0
-529 506 854 0
314 265 530 0
-720 -250 881 0
858 944 -409 0
-247 558 -5 0
267 -406 -742 0
-315 385 -65 0
-805 180 216 0
-483 627 -789 0
581 -255 273 0
760 135 -778 0
-613 448 -42 0
495 520 -643 0
-375 377 938 0
135 975 496 0
491 241 253 0
-232 -555 -637 0
-649 -711 -816 0
216 -545 -443 0
-4 -125 -49 0
628 236 -184 0
-405 200 983 0
-799 -694 502 0
793 421 -878 0
-731 -555 -852 0
578 398 444 0
830 981 350 0
818 981 -60 0
-634 197 956 0
-428 552 432 0
828 180 -667 0
-11 -584 219 0
346 734 -912 0
847 -527 684 0
77 609 -239 0
-928 186 988 0
-372 -15 968 0
73 -832 949 0
-133 817 -145 0
440 596 -696 0
-872 424 227 0
890 786 163 0
-108 131 -896 0
372 -978 774 0
-55 -54 -382 0
-645 -333 919 0
-632 -56 285 0
-600 -129 -117 0
900 -613 285 0
-44 404 881 0
-91 -275 -304 0
670 517 -89 0
832 -624 -220 0
-727 347 -549 0
853 -402 -954 0
-234 398 638 0
505 -30 46 0
789 -981 -174 0
257 -880 -138 0
542 -275 -541 0
-422 -717 168 0
77 -386 -684 0
-165 -217 659 0
-736 296 6 0
-636 148 -407 0
941 733 -804 0
579 237 -185 0
624 -26 517 0
149 -282 748 0
-286 -823 -22 0
-178 -596 91 0
697 24 -476 0
-380 -189 45 0
391 -276 -340 0
396 264 839 0
154 204 -571 0
309 -782 -808 0
-494 757 -185 0
362 -905 818 0
110 -542 993 0
-131 72 -588 0
573 -768 -612 0
-49 -500 -152 0
445 -890 -779 0
-784 637 394 0
974 -790 -598 0
-544 -98 731 0
-703 -943 -488 0
239 -305 -744 0
57 -414 638 0
49 896 -709 0
988 469 -828 0
951 869 679 0
454 313 -568 0
-233 448 556 0
-626 421 -345 0
575 316 795 0
-306 -19 -737 0
-145 -257 393 0
240 665 158 0
-877 713 -54 0
-937 -701 -522 0
117 -651 742 0
-795 -105 54 0
715 -689 -501 0
-270 666 273 0
967 -241 588 0
761 898 -606 0
849 394 -215 0
-242 633 -879 0
-399 862 944 0
804 -798 996 0
677 266 998 0
-418 -61 -102 0
823 127 -142 0
-323 -396 160 0
-595 -362 -400 0
535 474 649 0
-140 323 42 0
-706 916 674 0
-937 666 -535 0
-880 -470 685 0
-875 498 -950 0
-872 -916 362 0
-326 -738 488 0
-819 413 236 0
-978 359 -597 0
729 893 423 0
377 385 -745 0
418 442 -660 0
-92 -378 677 0
978 609 -146 0
-662 835 -644 0
964 59 911 0
325 736 1000 0
-813 -554 412 0
400 884 -771 0
348 -612 15 0
770 -989 399 0
-514 758 841 0
-525 201 570 0
-202 179 -699 0
192 -13 -694 0
155 423 -604 0
-480 -158 -604 0
-644 64 367 0
-43 -947 489 0
742 910 504 0
512 250 902 0
377 8 -742 0
254 208 -312 0
807 -386 842 0
-505 -578 206 0
551 84 -629 0
